Frase,Tipo,Cantidad,Moneda,Categoria,Cuenta,Accion,TipoCambio,CantidadConvertida,TipoReporte,PeriodoPreset,PeriodoFrom,PeriodoTo,CategoriasFiltro,CuentasFiltro,MontoMin,MontoMax,TextoFiltro,Mensaje
Got paid 653 as salary payment 67,ingreso,653,USD,salary,bank,add_income,1.0,653,,,,,,,,,,
Cobre 662 por venta realizada 68,ingreso,662,USD,sale,cash,add_income,1.0,662,,,,,,,,,,
Earned 671 from side job 69,ingreso,671,USD,work,,add_income,1.0,671,,,,,,,,,,
Me entro 680 por bono mensual 70,ingreso,680,USD,bonus,savings,add_income,1.0,680,,,,,,,,,,
Deposited 689 from refund case 71,ingreso,689,USD,refund,bank,add_income,1.0,689,,,,,,,,,,
Recibi 698 de salario del periodo 72,ingreso,698,USD,salary,bank,add_income,1.0,698,,,,,,,,,,
Me depositaron 707 por freelance 73,ingreso,707,USD,freelance,paypal,add_income,1.0,707,,,,,,,,,,
Received 716 from client invoice 74,ingreso,716,USD,freelance,checking,add_income,1.0,716,,,,,,,,,,
Got paid 725 as salary payment 75,ingreso,725,USD,salary,bank,add_income,1.0,725,,,,,,,,,,
Cobre 734 por venta realizada 76,ingreso,734,USD,sale,cash,add_income,1.0,734,,,,,,,,,,
Earned 743 from side job 77,ingreso,743,USD,work,,add_income,1.0,743,,,,,,,,,,
Me entro 752 por bono mensual 78,ingreso,752,USD,bonus,savings,add_income,1.0,752,,,,,,,,,,
Deposited 761 from refund case 79,ingreso,761,USD,refund,bank,add_income,1.0,761,,,,,,,,,,
Recibi 770 de salario del periodo 80,ingreso,770,USD,salary,bank,add_income,1.0,770,,,,,,,,,,
Me depositaron 779 por freelance 81,ingreso,779,USD,freelance,paypal,add_income,1.0,779,,,,,,,,,,
Received 788 from client invoice 82,ingreso,788,USD,freelance,checking,add_income,1.0,788,,,,,,,,,,
Got paid 797 as salary payment 83,ingreso,797,USD,salary,bank,add_income,1.0,797,,,,,,,,,,
Cobre 806 por venta realizada 84,ingreso,806,USD,sale,cash,add_income,1.0,806,,,,,,,,,,
Earned 815 from side job 85,ingreso,815,USD,work,,add_income,1.0,815,,,,,,,,,,
Me entro 824 por bono mensual 86,ingreso,824,USD,bonus,savings,add_income,1.0,824,,,,,,,,,,
Deposited 833 from refund case 87,ingreso,833,USD,refund,bank,add_income,1.0,833,,,,,,,,,,
Recibi 842 de salario del periodo 88,ingreso,842,USD,salary,bank,add_income,1.0,842,,,,,,,,,,
Me depositaron 851 por freelance 89,ingreso,851,USD,freelance,paypal,add_income,1.0,851,,,,,,,,,,
Received 860 from client invoice 90,ingreso,860,USD,freelance,checking,add_income,1.0,860,,,,,,,,,,
Got paid 869 as salary payment 91,ingreso,869,USD,salary,bank,add_income,1.0,869,,,,,,,,,,
Cobre 878 por venta realizada 92,ingreso,878,USD,sale,cash,add_income,1.0,878,,,,,,,,,,
Earned 887 from side job 93,ingreso,887,USD,work,,add_income,1.0,887,,,,,,,,,,
Me entro 896 por bono mensual 94,ingreso,896,USD,bonus,savings,add_income,1.0,896,,,,,,,,,,
Deposited 905 from refund case 95,ingreso,905,USD,refund,bank,add_income,1.0,905,,,,,,,,,,
Recibi 914 de salario del periodo 96,ingreso,914,USD,salary,bank,add_income,1.0,914,,,,,,,,,,
Me depositaron 923 por freelance 97,ingreso,923,USD,freelance,paypal,add_income,1.0,923,,,,,,,,,,
Received 932 from client invoice 98,ingreso,932,USD,freelance,checking,add_income,1.0,932,,,,,,,,,,
Got paid 941 as salary payment 99,ingreso,941,USD,salary,bank,add_income,1.0,941,,,,,,,,,,
Cobre 950 por venta realizada 100,ingreso,950,USD,sale,cash,add_income,1.0,950,,,,,,,,,,
Earned 959 from side job 101,ingreso,959,USD,work,,add_income,1.0,959,,,,,,,,,,
Me entro 968 por bono mensual 102,ingreso,968,USD,bonus,savings,add_income,1.0,968,,,,,,,,,,
Deposited 977 from refund case 103,ingreso,977,USD,refund,bank,add_income,1.0,977,,,,,,,,,,
Recibi 986 de salario del periodo 104,ingreso,986,USD,salary,bank,add_income,1.0,986,,,,,,,,,,
Me depositaron 995 por freelance 105,ingreso,995,USD,freelance,paypal,add_income,1.0,995,,,,,,,,,,
Received 1004 from client invoice 106,ingreso,1004,USD,freelance,checking,add_income,1.0,1004,,,,,,,,,,
Got paid 1013 as salary payment 107,ingreso,1013,USD,salary,bank,add_income,1.0,1013,,,,,,,,,,
Cobre 1022 por venta realizada 108,ingreso,1022,USD,sale,cash,add_income,1.0,1022,,,,,,,,,,
Earned 1031 from side job 109,ingreso,1031,USD,work,,add_income,1.0,1031,,,,,,,,,,
Me entro 1040 por bono mensual 110,ingreso,1040,USD,bonus,savings,add_income,1.0,1040,,,,,,,,,,
Deposited 1049 from refund case 111,ingreso,1049,USD,refund,bank,add_income,1.0,1049,,,,,,,,,,
Recibi 1058 de salario del periodo 112,ingreso,1058,USD,salary,bank,add_income,1.0,1058,,,,,,,,,,
Me depositaron 1067 por freelance 113,ingreso,1067,USD,freelance,paypal,add_income,1.0,1067,,,,,,,,,,
Received 1076 from client invoice 114,ingreso,1076,USD,freelance,checking,add_income,1.0,1076,,,,,,,,,,
Got paid 1085 as salary payment 115,ingreso,1085,USD,salary,bank,add_income,1.0,1085,,,,,,,,,,
Cobre 1094 por venta realizada 116,ingreso,1094,USD,sale,cash,add_income,1.0,1094,,,,,,,,,,
Earned 1103 from side job 117,ingreso,1103,USD,work,,add_income,1.0,1103,,,,,,,,,,
Me entro 1112 por bono mensual 118,ingreso,1112,USD,bonus,savings,add_income,1.0,1112,,,,,,,,,,
Deposited 1121 from refund case 119,ingreso,1121,USD,refund,bank,add_income,1.0,1121,,,,,,,,,,
Recibi 1130 de salario del periodo 120,ingreso,1130,USD,salary,bank,add_income,1.0,1130,,,,,,,,,,
Me depositaron 1139 por freelance 121,ingreso,1139,USD,freelance,paypal,add_income,1.0,1139,,,,,,,,,,
Received 1148 from client invoice 122,ingreso,1148,USD,freelance,checking,add_income,1.0,1148,,,,,,,,,,
Got paid 1157 as salary payment 123,ingreso,1157,USD,salary,bank,add_income,1.0,1157,,,,,,,,,,
Cobre 1166 por venta realizada 124,ingreso,1166,USD,sale,cash,add_income,1.0,1166,,,,,,,,,,
Earned 1175 from side job 125,ingreso,1175,USD,work,,add_income,1.0,1175,,,,,,,,,,
Me entro 1184 por bono mensual 126,ingreso,1184,USD,bonus,savings,add_income,1.0,1184,,,,,,,,,,
Deposited 1193 from refund case 127,ingreso,1193,USD,refund,bank,add_income,1.0,1193,,,,,,,,,,
Recibi 1202 de salario del periodo 128,ingreso,1202,USD,salary,bank,add_income,1.0,1202,,,,,,,,,,
Me depositaron 1211 por freelance 129,ingreso,1211,USD,freelance,paypal,add_income,1.0,1211,,,,,,,,,,
Received 1220 from client invoice 130,ingreso,1220,USD,freelance,checking,add_income,1.0,1220,,,,,,,,,,
Got paid 1229 as salary payment 131,ingreso,1229,USD,salary,bank,add_income,1.0,1229,,,,,,,,,,
Cobre 1238 por venta realizada 132,ingreso,1238,USD,sale,cash,add_income,1.0,1238,,,,,,,,,,
Earned 1247 from side job 133,ingreso,1247,USD,work,,add_income,1.0,1247,,,,,,,,,,
Me entro 1256 por bono mensual 134,ingreso,1256,USD,bonus,savings,add_income,1.0,1256,,,,,,,,,,
Deposited 1265 from refund case 135,ingreso,1265,USD,refund,bank,add_income,1.0,1265,,,,,,,,,,
Recibi 1274 de salario del periodo 136,ingreso,1274,USD,salary,bank,add_income,1.0,1274,,,,,,,,,,
Me depositaron 1283 por freelance 137,ingreso,1283,USD,freelance,paypal,add_income,1.0,1283,,,,,,,,,,
Received 1292 from client invoice 138,ingreso,1292,USD,freelance,checking,add_income,1.0,1292,,,,,,,,,,
Got paid 1301 as salary payment 139,ingreso,1301,USD,salary,bank,add_income,1.0,1301,,,,,,,,,,
Cobre 1310 por venta realizada 140,ingreso,1310,USD,sale,cash,add_income,1.0,1310,,,,,,,,,,
Earned 1319 from side job 141,ingreso,1319,USD,work,,add_income,1.0,1319,,,,,,,,,,
Me entro 1328 por bono mensual 142,ingreso,1328,USD,bonus,savings,add_income,1.0,1328,,,,,,,,,,
Deposited 1337 from refund case 143,ingreso,1337,USD,refund,bank,add_income,1.0,1337,,,,,,,,,,
Recibi 1346 de salario del periodo 144,ingreso,1346,USD,salary,bank,add_income,1.0,1346,,,,,,,,,,
Me depositaron 1355 por freelance 145,ingreso,1355,USD,freelance,paypal,add_income,1.0,1355,,,,,,,,,,
Received 1364 from client invoice 146,ingreso,1364,USD,freelance,checking,add_income,1.0,1364,,,,,,,,,,
Got paid 1373 as salary payment 147,ingreso,1373,USD,salary,bank,add_income,1.0,1373,,,,,,,,,,
Cobre 1382 por venta realizada 148,ingreso,1382,USD,sale,cash,add_income,1.0,1382,,,,,,,,,,
Earned 1391 from side job 149,ingreso,1391,USD,work,,add_income,1.0,1391,,,,,,,,,,
Me entro 1400 por bono mensual 150,ingreso,1400,USD,bonus,savings,add_income,1.0,1400,,,,,,,,,,
Deposited 1409 from refund case 151,ingreso,1409,USD,refund,bank,add_income,1.0,1409,,,,,,,,,,
Recibi 1418 de salario del periodo 152,ingreso,1418,USD,salary,bank,add_income,1.0,1418,,,,,,,,,,
Me depositaron 1427 por freelance 153,ingreso,1427,USD,freelance,paypal,add_income,1.0,1427,,,,,,,,,,
Received 1436 from client invoice 154,ingreso,1436,USD,freelance,checking,add_income,1.0,1436,,,,,,,,,,
Got paid 1445 as salary payment 155,ingreso,1445,USD,salary,bank,add_income,1.0,1445,,,,,,,,,,
Cobre 1454 por venta realizada 156,ingreso,1454,USD,sale,cash,add_income,1.0,1454,,,,,,,,,,
Earned 1463 from side job 157,ingreso,1463,USD,work,,add_income,1.0,1463,,,,,,,,,,
Me entro 1472 por bono mensual 158,ingreso,1472,USD,bonus,savings,add_income,1.0,1472,,,,,,,,,,
Deposited 1481 from refund case 159,ingreso,1481,USD,refund,bank,add_income,1.0,1481,,,,,,,,,,
Recibi 1490 de salario del periodo 160,ingreso,1490,USD,salary,bank,add_income,1.0,1490,,,,,,,,,,
Me depositaron 1499 por freelance 161,ingreso,1499,USD,freelance,paypal,add_income,1.0,1499,,,,,,,,,,
Received 1508 from client invoice 162,ingreso,1508,USD,freelance,checking,add_income,1.0,1508,,,,,,,,,,
Got paid 1517 as salary payment 163,ingreso,1517,USD,salary,bank,add_income,1.0,1517,,,,,,,,,,
Cobre 1526 por venta realizada 164,ingreso,1526,USD,sale,cash,add_income,1.0,1526,,,,,,,,,,
Earned 1535 from side job 165,ingreso,1535,USD,work,,add_income,1.0,1535,,,,,,,,,,
Me entro 1544 por bono mensual 166,ingreso,1544,USD,bonus,savings,add_income,1.0,1544,,,,,,,,,,
Deposited 1553 from refund case 167,ingreso,1553,USD,refund,bank,add_income,1.0,1553,,,,,,,,,,
Recibi 1562 de salario del periodo 168,ingreso,1562,USD,salary,bank,add_income,1.0,1562,,,,,,,,,,
Me depositaron 1571 por freelance 169,ingreso,1571,USD,freelance,paypal,add_income,1.0,1571,,,,,,,,,,
Received 1580 from client invoice 170,ingreso,1580,USD,freelance,checking,add_income,1.0,1580,,,,,,,,,,
Got paid 1589 as salary payment 171,ingreso,1589,USD,salary,bank,add_income,1.0,1589,,,,,,,,,,
Cobre 1598 por venta realizada 172,ingreso,1598,USD,sale,cash,add_income,1.0,1598,,,,,,,,,,
Earned 1607 from side job 173,ingreso,1607,USD,work,,add_income,1.0,1607,,,,,,,,,,
Me entro 1616 por bono mensual 174,ingreso,1616,USD,bonus,savings,add_income,1.0,1616,,,,,,,,,,
Deposited 1625 from refund case 175,ingreso,1625,USD,refund,bank,add_income,1.0,1625,,,,,,,,,,
Recibi 1634 de salario del periodo 176,ingreso,1634,USD,salary,bank,add_income,1.0,1634,,,,,,,,,,
Me depositaron 1643 por freelance 177,ingreso,1643,USD,freelance,paypal,add_income,1.0,1643,,,,,,,,,,
Received 1652 from client invoice 178,ingreso,1652,USD,freelance,checking,add_income,1.0,1652,,,,,,,,,,
Got paid 1661 as salary payment 179,ingreso,1661,USD,salary,bank,add_income,1.0,1661,,,,,,,,,,
Cobre 1670 por venta realizada 180,ingreso,1670,USD,sale,cash,add_income,1.0,1670,,,,,,,,,,
Earned 1679 from side job 181,ingreso,1679,USD,work,,add_income,1.0,1679,,,,,,,,,,
Me entro 1688 por bono mensual 182,ingreso,1688,USD,bonus,savings,add_income,1.0,1688,,,,,,,,,,
Deposited 1697 from refund case 183,ingreso,1697,USD,refund,bank,add_income,1.0,1697,,,,,,,,,,
Recibi 1706 de salario del periodo 184,ingreso,1706,USD,salary,bank,add_income,1.0,1706,,,,,,,,,,
Me depositaron 1715 por freelance 185,ingreso,1715,USD,freelance,paypal,add_income,1.0,1715,,,,,,,,,,
Received 1724 from client invoice 186,ingreso,1724,USD,freelance,checking,add_income,1.0,1724,,,,,,,,,,
Got paid 1733 as salary payment 187,ingreso,1733,USD,salary,bank,add_income,1.0,1733,,,,,,,,,,
Cobre 1742 por venta realizada 188,ingreso,1742,USD,sale,cash,add_income,1.0,1742,,,,,,,,,,
Earned 1751 from side job 189,ingreso,1751,USD,work,,add_income,1.0,1751,,,,,,,,,,
Me entro 1760 por bono mensual 190,ingreso,1760,USD,bonus,savings,add_income,1.0,1760,,,,,,,,,,
Deposited 1769 from refund case 191,ingreso,1769,USD,refund,bank,add_income,1.0,1769,,,,,,,,,,
Recibi 1778 de salario del periodo 192,ingreso,1778,USD,salary,bank,add_income,1.0,1778,,,,,,,,,,
Me depositaron 1787 por freelance 193,ingreso,1787,USD,freelance,paypal,add_income,1.0,1787,,,,,,,,,,
Received 1796 from client invoice 194,ingreso,1796,USD,freelance,checking,add_income,1.0,1796,,,,,,,,,,
Got paid 1805 as salary payment 195,ingreso,1805,USD,salary,bank,add_income,1.0,1805,,,,,,,,,,
Cobre 1814 por venta realizada 196,ingreso,1814,USD,sale,cash,add_income,1.0,1814,,,,,,,,,,
Earned 1823 from side job 197,ingreso,1823,USD,work,,add_income,1.0,1823,,,,,,,,,,
Me entro 1832 por bono mensual 198,ingreso,1832,USD,bonus,savings,add_income,1.0,1832,,,,,,,,,,
Deposited 1841 from refund case 199,ingreso,1841,USD,refund,bank,add_income,1.0,1841,,,,,,,,,,
Recibi 1850 de salario del periodo 200,ingreso,1850,USD,salary,bank,add_income,1.0,1850,,,,,,,,,,
"Me re fundí anoche, 2 lucas verdes en la joda",gasto,2000,USD,fiesta,,add_expense,1.0,2000,,,,,,,,,,
Me patiné 500 pe en la birra del finde,gasto,500,ARS,bebidas,,add_expense,1.0,500,,,,,,,,,,
Volé 300 gambas en la cena con la flaca,gasto,300,ARS,restaurante,,add_expense,1.0,300,,,,,,,,,,
Me sangraron 100 dolares en la farmacia,gasto,100,USD,salud,,add_expense,1.0,100,,,,,,,,,,
Me chorearon 800 pesos en la verdulería,gasto,800,ARS,comida,,add_expense,1.0,800,,,,,,,,,,
Me esfumaron 1500 mangos en el super,gasto,1500,ARS,supermercado,,add_expense,1.0,1500,,,,,,,,,,
Me dejé 200 lucas en la nafta,gasto,200,ARS,combustible,,add_expense,1.0,200,,,,,,,,,,
Me clavé 600 pesos en la entrada del recital,gasto,600,ARS,entretenimiento,,add_expense,1.0,600,,,,,,,,,,
Me saqué 300 gambas de la billetera para la salida,gasto,300,ARS,ocio,,add_expense,1.0,300,,,,,,,,,,
Me fundí la quincena en ropa,gasto,4500,ARS,vestimenta,,add_expense,1.0,4500,,,,,,,,,,
Me quemé 120 lucas en el boliche,gasto,120,ARS,fiesta,,add_expense,1.0,120,,,,,,,,,,
Me garche 400 pesos en el pedido de comida,gasto,400,ARS,delivery,,add_expense,1.0,400,,,,,,,,,,
Me volé 50 dolares en esa app de citas,gasto,50,USD,entretenimiento,,add_expense,1.0,50,,,,,,,,,,
Me patiné la tarjeta en zapatillas,gasto,8500,ARS,vestimenta,tarjeta credito,add_expense,1.0,8500,,,,,,,,,,
Me comí 300 pesos en helado,gasto,300,ARS,comida,,add_expense,1.0,300,,,,,,,,,,
Me clavé el sueldo en el super,gasto,45000,ARS,supermercado,,add_expense,1.0,45000,,,,,,,,,,
Me dejé medio aguinaldo en el arreglo del auto,gasto,25000,ARS,automovil,,add_expense,1.0,25000,,,,,,,,,,
Me espiantaron 200 dolares en el concierto,gasto,200,USD,entretenimiento,,add_expense,1.0,200,,,,,,,,,,
Me re cabió 800 pesos de multa,gasto,800,ARS,multas,,add_expense,1.0,800,,,,,,,,,,
Me afanaron 1500 en el estacionamiento,gasto,1500,ARS,transporte,,add_expense,1.0,1500,,,,,,,,,,
Me llegó la platita del laburo,ingreso,60000,ARS,sueldo,,add_income,1.0,60000,,,,,,,,,,
"Me entró la beca, 300 lucas",ingreso,300000,ARS,educacion,,add_income,1.0,300000,,,,,,,,,,
Me depositaron los verdes del laburo de afuera,ingreso,1500,USD,freelance,,add_income,1.0,1500,,,,,,,,,,
Cobré las chirolas del seguro,ingreso,8000,ARS,seguro,,add_income,1.0,8000,,,,,,,,,,
Me ingresaron las morlacos del alquiler,ingreso,35000,ARS,renta,,add_income,1.0,35000,,,,,,,,,,
Llegaron los billetes de la venta de la bici,ingreso,15000,ARS,venta,,add_income,1.0,15000,,,,,,,,,,
Me entraron 200 gambas de la abuela,ingreso,200,ARS,regalo,,add_income,1.0,200,,,,,,,,,,
Cobré el plus del laburo,ingreso,12000,ARS,bonificacion,,add_income,1.0,12000,,,,,,,,,,
Me llegó la guita de la tarjeta de crédito,ingreso,5000,ARS,reembolso,tarjeta credito,add_income,1.0,5000,,,,,,,,,,
Me depositaron los mangos de la devolución,ingreso,3400,ARS,impuestos,,add_income,1.0,3400,,,,,,,,,,
Me entró la plata de la rifa,ingreso,5000,ARS,juego,,add_income,1.0,5000,,,,,,,,,,
Cobré los verdes de la beca,ingreso,800,USD,educacion,,add_income,1.0,800,,,,,,,,,,
Me ingresaron los pesos de la venta de la guitarra,ingreso,25000,ARS,venta,,add_income,1.0,25000,,,,,,,,,,
Llegó la platita del estado,ingreso,18000,ARS,subsidio,,add_income,1.0,18000,,,,,,,,,,
Me entraron 100 dolares de un favor,ingreso,100,USD,otros,,add_income,1.0,100,,,,,,,,,,
"Cobré el aguinaldo, llegó la platita",ingreso,35000,ARS,aguinaldo,,add_income,1.0,35000,,,,,,,,,,
Me depositaron las lucas del alquiler,ingreso,40000,ARS,renta,,add_income,1.0,40000,,,,,,,,,,
Llegaron los billetes de la tarjeta,ingreso,20000,ARS,,tarjeta,add_income,1.0,20000,,,,,,,,,,
Me entró la moneda del exterior,ingreso,600,EUR,freelance,,add_income,1.0,600,,,,,,,,,,
Cobré las 100 lucas del seguro,ingreso,100000,ARS,seguro,,add_income,1.0,100000,,,,,,,,,,
Me re cabió 300 del reintegro de la obra social,ingreso,300,ARS,reembolso,,add_income,1.0,300,,,,,,,,,,
Me saqué 200 del cajero de la esquina,gasto,200,ARS,,cajero,add_expense,1.0,200,,,,,,,,,,
Metí 500 al cajero del banco provincia,ingreso,500,ARS,,banco provincia,add_income,1.0,500,,,,,,,,,,
Le metí 3000 a la cuenta de MercadoPago,ingreso,3000,ARS,,MercadoPago,add_income,1.0,3000,,,,,,,,,,
Le cargué 1500 a la Ualá,ingreso,1500,ARS,,Ualá,add_income,1.0,1500,,,,,,,,,,
Me gasté los 4000 de la tarjeta de crédito en la farmacia,gasto,4000,ARS,salud,tarjeta credito,add_expense,1.0,4000,,,,,,,,,,
Le metí 100 dolares a la cuenta en dolares,ingreso,100,USD,,cuenta dolares,add_income,1.0,100,,,,,,,,,,
Me transfirieron 5000 a la caja de ahorros,ingreso,5000,ARS,,caja ahorros,add_income,1.0,5000,,,,,,,,,,
Me cobraron 800 del mantenimiento de la cuenta,gasto,800,ARS,comisiones,cuenta,add_expense,1.0,800,,,,,,,,,,
Me debitaron 200 del seguro de la tarjeta,gasto,200,ARS,seguros,tarjeta,add_expense,1.0,200,,,,,,,,,,
Me sacaron 150 de impuestos del cajero,gasto,150,ARS,impuestos,cajero,add_expense,1.0,150,,,,,,,,,,
I blew 200 bucks at the bar last night,expense,200,USD,nightlife,,add_expense,1.0,200,,,,,,,,,,
I dropped 50 bucks on tacos,expense,50,USD,food,,add_expense,1.0,50,,,,,,,,,,
I shelled out 300 for those sneakers,expense,300,USD,clothing,,add_expense,1.0,300,,,,,,,,,,
I got ripped off 100 bucks at the mechanic,expense,100,USD,automotive,,add_expense,1.0,100,,,,,,,,,,
I burned 80 bucks on gas this week,expense,80,USD,fuel,,add_expense,1.0,80,,,,,,,,,,
I blew my paycheck on the weekend,expense,1200,USD,fiesta,,add_expense,1.0,1200,,,,,,,,,,
I dropped a grand on that concert,expense,1000,USD,entertainment,,add_expense,1.0,1000,,,,,,,,,,
I coughed up 200 for the dinner,expense,200,USD,restaurant,,add_expense,1.0,200,,,,,,,,,,
I forked out 500 for the repair,expense,500,USD,reparaciones,,add_expense,1.0,500,,,,,,,,,,
I splurged 300 on makeup,expense,300,USD,belleza,,add_expense,1.0,300,,,,,,,,,,
I dropped some serious cash on that bag,expense,450,USD,accesorios,,add_expense,1.0,450,,,,,,,,,,
I blew all my money on drinks,expense,150,USD,bebidas,,add_expense,1.0,150,,,,,,,,,,
I dumped 200 into my car,expense,200,USD,automovil,,add_expense,1.0,200,,,,,,,,,,
I wasted 50 bucks on that useless gadget,expense,50,USD,electronica,,add_expense,1.0,50,,,,,,,,,,
I threw away 100 on lottery tickets,expense,100,USD,juego,,add_expense,1.0,100,,,,,,,,,,
I pissed away 300 at the casino,expense,300,USD,gambling,,add_expense,1.0,300,,,,,,,,,,
I sank 500 into that project,expense,500,USD,proyecto,,add_expense,1.0,500,,,,,,,,,,
I sunk 2000 into fixing the house,expense,2000,USD,hogar,,add_expense,1.0,2000,,,,,,,,,,
I dumped cash into the slot machine,expense,100,USD,gambling,,add_expense,1.0,100,,,,,,,,,,
I maxed out my card on clothes,expense,500,USD,vestimenta,tarjeta,add_expense,1.0,500,,,,,,,,,,
I cleaned out my savings on vacation,expense,3000,USD,viajes,ahorros,add_expense,1.0,3000,,,,,,,,,,
I got paid big bucks this month,income,5000,USD,salary,,add_income,1.0,5000,,,,,,,,,,
I scored 200 from my side gig,income,200,USD,freelance,,add_income,1.0,200,,,,,,,,,,
I made bank on that deal,income,3000,USD,venta,,add_income,1.0,3000,,,,,,,,,,
I got a nice chunk of change from my bonus,income,2500,USD,bonus,,add_income,1.0,2500,,,,,,,,,,
I raked in 500 from selling stuff,income,500,USD,venta,,add_income,1.0,500,,,,,,,,,,
I pulled in 300 from the garage sale,income,300,USD,venta,,add_income,1.0,300,,,,,,,,,,
I got a fat check from insurance,income,2000,USD,insurance,,add_income,1.0,2000,,,,,,,,,,
I cashed out 1000 from stocks,income,1000,USD,inversiones,,add_income,1.0,1000,,,,,,,,,,
I got a nice deposit from the client,income,1500,USD,freelance,,add_income,1.0,1500,,,,,,,,,,
I scored some cash from my grandma,income,200,USD,gift,,add_income,1.0,200,,,,,,,,,,
I got some dough from the government,income,800,USD,tax refund,,add_income,1.0,800,,,,,,,,,,
I raked in the cash this month,income,4000,USD,salary,,add_income,1.0,4000,,,,,,,,,,
I pulled down 600 from that gig,income,600,USD,freelance,,add_income,1.0,600,,,,,,,,,,
